,评论,评论号,评价对象,情感词
6385,款式非常的大方,1,款式,大方
6386,设计的非常的时尚,1,设计,时尚
6387,款式都超满意,0,款式,满意
6388,宝贝都很喜欢,0,宝贝,喜欢
6389,这个价格买到非常的不错,1,价格,不错
6390,价格比实体店的实惠很多,0,价格,实惠
6391,款式蛮好的,0,款式,好
6392,宝贝实在太好了,0,宝贝,好
6393,已经收藏这家店了质量都很满意,1,质量,满意
6394,总体评价是可以推荐的,1,总体,可以
6395,我家宝贝2岁多穿11O正好,1,尺码,正好
6396,手感也比较舒服,0,手感,舒服
6397,不过衣服很漂亮,0,衣服,漂亮
6398,宝贝给女儿买的挺不错的穿上去,0,宝贝,不错
6399,颜色喜欢感谢店家推荐的尺码,0,颜色,喜欢
6400,物流挺给力,1,物流,给力
6401,质量不错?哦,1,质量,不错
6402,这衣服也没啥好,0,衣服,好
6403,颜色没有图片那么鲜艳,0,颜色,鲜艳
6404,材质特别不错,0,材质,不错
6405,女儿很喜欢衣服上的佩琪,0,衣服,喜欢
6406,上身效果也很修身,0,上身效果,修身
6407,以为三四十的衣服根本质量不怎么样,0,质量,不怎么样
6408,掌柜的服务态度真可以宝贝比实体店便宜很多,1,掌柜的服务态度,可以
6409,周末就穿出去玩了～回头率很高,1,回头率,高
6410,在外面回头率超高,1,回头率,高
6411,说是性价比相当可以了,1,性价比,可以
6412,两件套质量很不错,0,质量,不错
6413,尺寸也很合适的,0,尺寸,合适
6414,不错的选择宝贝收到了,1,宝贝,不错
6415,但是质量还是可以的,1,质量,可以
6416,衣服还没穿但是看着好好,0,衣服,好
6417,款式设计都挺新颖的,0,款式设计,新颖
6418,卖家服务态度可以,0,卖家服务态度,可以
6419,套装大小正好,1,套装大小,好
6420,宝贝很喜欢??,1,宝贝,喜欢
6421,手感不错和描述的一样,1,手感,不错
6422,打开包装也没有异味,1,包装,异味
6423,买宝贝喜欢的可以放心购买哦,0,宝贝,喜欢
6424,这套衣服太棒了,0,衣服,棒
6425,款型非常好,0,款型,好
6426,面料摸起很舒服,0,面料,舒服
6427,质量也也没得说,1,质量,没得说
6428,很可以服务很热情,0,服务,热情
6429,物流也很可以宝贝赞,0,物流,可以
6430,质量比我想象的还要好些,0,质量,好
6431,质量还可以呦,1,质量,可以
6432,宝贝很喜欢物超所值的一次购物,1,宝贝,喜欢
6433,卖家服务特别好来个好评,0,卖家服务,好
6434,价格还超级实惠,0,价格,实惠
6435,店铺服务很好,0,服务,好
6436,喜欢的朋友不要犹豫啦挺行的哦物流也可以,1,物流,可以
6437,整体比我想象的要可以给个赞,0,整体,可以
6438, 这个价钱可以说很实惠了,1,价钱,实惠
6439,宝贝很喜欢喜欢的亲不要犹豫了,1,宝贝,喜欢
6440,没有色差好评,0,色差,
6441,材料也特别好,0,材料,好
6442,孩子很喜欢这风格的衣服,0,衣服,喜欢
6443,款式也比较喜欢,1,款式,喜欢
6444,掌柜的服务态度真可以我还会回来的,1,掌柜的服务态度,可以
6445,物有所值 宝贝非常喜欢,1,宝贝,喜欢
6446,几十元的衣服可以说物有所值吧,0,衣服,可以
6447,很喜欢的一款衣服,1,衣服,喜欢
6448,卖家服务态度可以给你满分评价,1,卖家服务态度,可以
6449,  商家服务很好,1,商家服务,好
6450,要宝贝不错,0,宝贝,不错
6451,宝贝的很好,0,宝贝,好
6452,喜欢宝贝真的很行,0,宝贝,喜欢
6453,买回来我的宝贝很喜欢,1,宝贝,喜欢
6454,东西很好噢,1,东西,好
6455,  产品很好,1,产品,好
6456,打开看了看质量不错,0,质量,不错
6457,  质量不错,1,质量,不错
6458,商家服务也很好给好评,1,商家服务,好
6459,听了客服的意见买的 太正好了 宝贝穿上很漂亮非常爱,1,宝贝,漂亮
6460,价钱也便宜 ,0,价钱,便宜
6461,性价比高赞,0,性价比,高
6462,样子也挺好看的,0,样子,好看
6463,宝宝特别喜欢 大小也合适 物美价廉,0,大小,合适
6464,  东西不错,0,东西,不错
6465,收到很满意  很喜欢  大小也合适,0,大小,合适
6466,衣服狠漂亮,0,衣服,漂亮
6467,不错的卖家东西也不错的,1,东西,不错
6468,这个价格买一套很划算,1,价格,划算
6469,总体性价比高,0,性价比,高
6470,宝宝很喜欢这套衣服,0,衣服,喜欢
6471,衣服也很合身,0,衣服,合身
6472,宝宝喜欢品质不错下次再光顾,1,品质,不错
6473,宝贝很好的,1,宝贝,好
6474,很漂亮的宝宝衣服,1,衣服,漂亮
6475,布料特舒服,1,布料,舒服
6476,宝宝衣服很漂亮,0,衣服,漂亮
6477,宝贝可喜欢了,0,宝贝,喜欢
6478,还可以这个价位就、很满意了,0,价位,满意
6479,质量可以   宝宝穿上很漂亮,0,质量,可以
6480,穿起来效果非常好,1,效果,好
6481,宝贝穿了很不错,1,宝贝,不错
6482,宝贝真的很喜欢,1,宝贝,喜欢
6483,质量还算可以,0,质量,可以
6484,宝贝不错很喜欢,0,宝贝,喜欢
6485,尺码也还合适,0,尺码,合适
6486,孩子身高一三九推荐码数合适,0,码数,合适
6487,我妹说质量不错,0,质量,不错
6488,摸上去手感不错,0,手感,不错
6489,质感也好,1,质感,好
6490,这套儿童衣服裤子挺好的,0,衣服,好
6491,比着大小刚刚好,0,大小,好
6492,价格也经济实惠,1,价格,实惠
6493,尤其值得一赞的是客服的服务态度宝贝喜欢的亲们赶快下手吧,1,宝贝,喜欢
6494,衣服样式还是比较满意,1,衣服样式,满意
6495,尺寸也比较合适,1,尺寸,合适
6496,宝贝女儿可喜欢了,0,宝贝,喜欢
6497,小孩子也挺喜欢图案,0,图案,喜欢
6498,宝贝就喜欢佩奇?的大爱,0,宝贝,喜欢
6499,手感好不掉色,0,手感,好
6500,但宝贝喜欢,1,宝贝,喜欢
6501,价便宜没想到东西没让人希望,0,东西,便宜
6502,服务质量满意,0,服务质量,满意
6503,不过看淡东西海不错,1,东西,不错
6504,看上去质量还是可以的,1,质量,可以
6505,看起来质量不错哦,1,质量,不错
6506,颜色是女儿喜欢的,1,颜色,喜欢
6507,小孩穿的大小合适,1,大小,合适
6508,推荐的尺码穿的也合身,0,推荐的尺码,合身
6509,大小穿着也很合适,0,大小,合适
6510,衣服也非常的漂亮,0,衣服,漂亮
6511,质量非常好~,0,质量,好
6512,金丝绒面料很舒服,1,金丝绒面料,舒服
6513,颜色特别喜欢,1,颜色,喜欢
6514,衣服穿的漂亮,1,衣服,漂亮
6515,宝贝穿的很合身,1,宝贝,合身
6516,质量看YF着不错,0,质量,不错
6517,效果也满意,1,效果,满意
6518,确实服务很好,1,服务,好
6519,宝贝很好用,0,宝贝,好用
6520,衣服很可以,0,衣服,可以
6521,服务更好,0,服务,好
6522,质量十分好,0,质量,好
6523,不错的~穿上很舒适~价格也很满意,0,价格,满意
6524,东西很不错物美价廉有机会下次再来光顾,0,东西,不错
6525,质量超级好~太棒了~很高档,1,质量,好
6526,布料摸着特别舒服的那种,1,布料,舒服
6527,尺码刚合身,1,尺码,合身
6528,活动价格还算实惠,0,活动价格,实惠
6529,款式可以穿着刚刚合适,1,款式,可以
6530,产品材质：还可以,1,产品材质,可以
6531,料子舒适,1,料子,舒适
6532,但尺码不对,1,尺码,不对
6533,我家小宝贝穿上喜欢的不得了,0,宝贝,喜欢
6534,质量应该还算可以,0,质量,可以
6535,产品材质：舒服,0,产品材质,舒服
6536,还不错就是衣服有点长,0,衣服,长
6537,送货及时衣服满意,1,衣服,满意
6538,穿的舒服没有色差款式漂亮,1,款式,漂亮
6539,颜色不错~穿着挺合适的,0,颜色,不错
6540,宝贝收到了~布料摸着舒服~,0,布料,舒服
6541,做工还不错~物有所值,0,做工,不错
6542,质量还是那么好,1,质量,好
6543,货物收到了东西不错哦,0,东西,不错
6544,家人说手感不错,0,手感,不错
6545,一次很满意的购物体验,0,购物体验,满意
6546,产品材质：非常舒服,1,产品材质,舒服
6547,大小合适不错不错,1,大小,合适
6548,童装漂亮质量好,1,质量,好
6549,产品材质：不错,1,产品材质,不错
6550,衣服还是很漂亮的,1,衣服,漂亮
6551,东西一般般,1,东西,一般般
6552,颜色有差别,0,颜色,有差别
6553,整体可以,0,整体,可以
6554,孩子自己喜欢的款式,0,款式,喜欢
6555,不过商家态度挺好的,1,商家态度,好
6556,东西好像有点小了,1,东西,小
6557,线头也没有干净,0,线头,干净
6558,质量有问题,0,质量,有问题
6559,就是颜色有点偏差,0,颜色,偏差
6560,东西一般般吧,0,东西,一般般
6561,衣服收到后就有一个破洞,1,衣服,破洞
6562,袖口弹性很不好,1,袖口弹性,好
6563,上身效果超赞,1,上身效果,赞
6564,衣服面料很滑,0,衣服面料,滑
6565,线头也到出都是太多了,0,线头,多
6566,有一点点紧,0,布料,紧
6567,衣服有点短,1,衣服,短
6568,版型也正也没变形⚡,1,版型,正
6569,推荐的款式真的很棒,0,推荐的款式,棒
6570,整体评价：行,0,整体,行
6571,款式也很潮码数与颜色,0,款式,潮
6572,质量差的没话说,1,质量,差
6573,这个价格还值,1,价格,值
6574,尺码也很准,0,尺码,准
6575,码数挺准的穿着正好,0,码数,准
6576,感觉比图片颜色暗,0,颜色,暗
6577,弹力 超级大,0,弹力,大
6578,质量真的是非常棒,0,质量,棒
6579,爸爸说衣服有点厚,1,衣服,厚
6580,质量非常棒,1,质量,棒
6581,面料有点薄,1,面料,薄
6582,尺码推荐很准,0,尺码推荐,准
6583,而且特别值这个价钱,0,价钱,值
6584,尺码推荐：尺码小,0,尺码,小
6585,还有点硬衣服,1,衣服,硬
6586,衣服质量非常棒,1,衣服质量,棒
6587,就是颜色太少,1,颜色,少
6588,还可以吧料子有点厚,1,料子,厚
6589,衣服质量很差,0,衣服质量,差
6590,衣服号有点小,0,衣服,小
6591,衣服偏小严重,0,衣服,小
6592,弹性比较大,1,弹性,大
6593,就是领子感觉有点窄,1,领子,窄
6594,就觉得有点紧,1,领子,紧
6595,线头多的要死,0,线头,多
6596,就是衣服小了点,0,衣服,小
6597,布料薄的穿上就透明,0,布料,薄
6598,物流真是超级慢,1,物流,慢
6599,就是尺寸有点小,1,尺寸,小
6600,布料特别薄,1,布料,薄
6601,只不过买小了一号,0,尺码,小
6602,整体评价：真的差 材质特性：布料差的离谱,0,布料,差
6603, 上身效果：差 ,0,上身效果,差
6604,就是卖着卖着就贵了,0,价格,贵
6605,可以就是有点厚,1,面料,厚
6606,买到家发现衣服大到没法穿,1,衣服,大
6607, 上身效果：男朋友有点点胖,1,上身效果,胖
6608,就是线容易松,0,线,松
6609,衣服硬的扎身,0,衣服,硬
6610,除了比较透以为其他挺好的,0,面料,透
6611,还有好多线头,0,线头,多
6612,但是他穿太大了,1,衣服,大
6613,而且孩子穿上尺码很准很合适,0,尺码,准
6614,衣服颜色比图片能亮一点,0,衣服颜色,亮
6615,男朋友穿上很帅,0,设计,帅
6616,上面花色越洗越淡,0,花色,淡
6617,布料太差粗糙的很还有点磨的慌,0,布料,差
6618,衣服有点大,1,衣服,大
6619,领口太小了 ,1,领口,小
6620,领口太小了 上身效果：领口太小了 尺码推荐：不知道,1,领口,小
6621,就刚拿出来会有点味道,1,味道,大
6622,宽松版颜色很正,1,颜色,正
6623,有点太厚了,1,面料,厚
6624,也太厚了衣服,1,衣服,厚
6625, 上身效果：帅 ,0,上身效果,帅
6626,质量非常差,0,质量,差
6627,就是有点厚,0,面料,厚
6628,布料特别差还起球,1,布料,差
6629,就是有点宽,1,布料,宽
6630,布料也很差,1,布料,差
6631,面料也很差,1,面料,差
6632,整体评价：衣领小了点,1,衣领,小
6633,衣服就出现了一个洞,1,衣服,洞
6634,差到爆了这个衣服,0,衣服,差
6635,超级无敌差,0,衣服,差
6636,差距太大了,0,差距,大
6637,明明买的L码结果衣服比XLL还大,1,尺码,大
6638,就是衣服领子有点紧,0,衣服领口,紧
6639,质量有点粗哦,1,质量,粗
6640,材质特性：布料有点硬,1,布料,硬
6641,面料品质：应该是棉吧,0,面料,棉
6642,码都挺正的,0,尺码,正
6643,感觉布料有点硬,1,布料,硬
6644,感觉这个价钱挺值的,1,价格,值
6645,面料品质：老了,1,面料品质,老
6646,腋下有点紧可能是开口小吧,0,腋下,紧
6647,这衣服也太差了吧,0,衣服,差
6648,质量特别差,0,质量,差
6649,衣服还行就是味道有点大,0,味道,大
6650,太大了非常好,0,衣服,大
6651,我这穿着有点紧,0,衣服,紧
6652,有更多款式,0,款式,多
6653,衣服颜色正,1,衣服颜色,正
6654, 厚薄度：很薄的样子,1,厚薄度,薄
6655,图案种类很多,1,图案种类,多
6656,就是布料有点薄,1,布料,薄
6657,衣服号小一码,0,衣服,小
6658, 尺码推荐：尺码推荐挺准的,0,尺码,准
6659,面料有点薄的,0,面料,薄
6660,种类还很多,0,种类,多
6661,比较薄 稍微透明,1,衣服,薄
6662,有的还脏的,1,衣服,脏
6663,尺码很正还不错,0,尺码,正
6664,就是取件时服务态度很差,1,服务态度,差
6665,白色有点透,1,白色,透
6666,就是有点紧,1,布料,紧
6667,上身效果：小了点,0,上身效果,小
6668,个人感觉料子小了,1,料子,小
6669, 材质特性：软 上身效果：没穿,0,材质,软
6670,大小应该差不多,0,大小,差不多
6671,白色厚薄度：薄,0,白色厚薄度,薄
6672,隐蔽性极强,0,隐蔽性,强
6673,我L码的买来紧的要死,1,布料,紧
6674,不偏大偏小 厚薄度：挺薄的,1,厚薄度,薄
6675,就是多余的线有点多,0,线,多
6676,衣服材质是挺软的,0,衣服材质,软
6677,手感不错挺薄的,0,手感,不错
6678,衣服版型也很正,0,衣服版型,正
6679,布料挺软的,1,布料,软
6680,料子质感很差,1,料子质感,差
6681,但开线的地方很多,1,开线,多
6682,尺码很正啊,1,尺码,正
6683,上身效果也很赞,0,上身效果,赞
6684,衣服小了点,1,衣服,小
6685,整体评价：差 面料品质：差,1,面料品质,差
6686,剪裁很差,1,剪裁,差
6687,这件衣服的布料很差,0,衣服的布料,差
6688,到处留线头太多了,1,线头,多
6689,厚薄度：薄,1,厚薄度,薄
6690, 面料品质：差,1,面料品质,差
6691,就是尺寸小了 这个买3XL还小,1,尺寸,小
6692,料子很薄穿着很舒服,0,料子,薄
6693,物品美,0,物品,美
6694,产品质量差，不值得购买,0,产品质量,差
6695,尺码小点小,1,尺码,小
6696,穿L号感觉有点紧,1,尺码,紧
6697, 尺码推荐：稍买小了一点点,0,尺码,小
6698,但是有点紧啊,0,衣服,紧
6699,提个小建议：衣服表面有点小污,0,衣服表面,污
6700,材质特性：非常薄,1,材质,薄
6701,这个价位能买几件这样的汗衫已经很值了,0,价位,值
6702,料子不是很薄那种,1,料子,薄
6703,本来就是有点紧,1,布料,紧
6704,一抬胳膊还是有点紧,0,胳膊,紧
6705,衣服质量是真差,0,衣服质量,差
6706,感觉码子有点小,0,码子,小
6707,号码还小很多,0,号码,小
6708,就是体恤有点脏😖😖让我失望了,1,体恤,脏
6709,料子摸起来还是挺软的,1,料子,软
6710,西裤的面料很软,1,西裤的面料,软
6711,这套衣服上身效果真的超赞,1,上身效果,赞
6712,就是腰带质量差了点,1,腰带质量,差
6713,面料也很棒,0,面料,棒
6714,裤子版型很正,1,裤子版型,正
6715,版型挺正的,0,版型,正
6716,而且质量还差,1,质量,差
6717,衣服非常非常薄,1,衣服,薄
6718,质量次得很,1,质量,次
6719,质量一差的不是一点,0,质量,差
6720,面料是真的差,0,面料,差
6721,质量超级差,0,质量,差
6722,就是发货好慢,1,发货,慢
6723,料子轻透薄,1,料子,薄
6724,我不知道这上衣怎么质量那么差,1,质量,差
6725,衣服跟裙子的布料都很软,0,衣服跟裙子的布料,软
6726,衣服穿上身也不会很透,0,衣服,透
6727,衣服裙子一点也不会很透的,1,衣服裙子,透
6728,这个价格值得,1,价格,值得
6729,白色的不会透,1,白色,透
6730,很轻薄的料子,1,料子,轻薄
6731,布料也差不多,1,布料,差不多
6732,面料是那种很轻薄的,1,面料,轻薄
6733,版型是正的,1,版型,正
6734,这个价格买的衣服真是值了,1,价格,值
6735,这个价格很值了,1,价格,值
6736,纯棉但不厚,1,纯棉,不厚
6737,颜色也很正,0,颜色,正
6738,这个价位超值,0,价位,值
6739,这个价位能买到这样的连衣裙也是超值了,0,价位,值
6740,颜色也漂亮,0,颜色,漂亮
6741,面料款式颜色一级棒,1,面料款式颜色,棒
6742,这个颜色太亮了,1,颜色,亮
6743,布料薄很细腻,1,布料,薄
6744,不掉色是纯棉的,1,纯棉,掉色
6745,这个价位值了,1,价位,值
6746,针织棉的布料薄,0,针织棉的布料,薄
6747,做工有点差,0,做工,差
6748,衣服也够大,0,衣服,大
6749,布料特别柔软,1,布料,柔软
6750,版型也比较正,0,版型,正
6751,这个价格真是值了,1,价格,值
6752,这个价格值了,1,价格,值
6753,这个价格超值,1,价格,值
6754,质量和图片一样没色差,0,质量和图片,没色差
6755,衣服颜色亮丽,1,衣服颜色,亮丽
6756,颜色很漂亮,1,颜色,漂亮
6757,颜色正和图片一样,1,颜色,正
6758,颜色正过水后不掉色,1,颜色,正
6759,衣服简单大方,0,衣服,简单大方
6760,这次做工实在有点差劲,0,做工,差劲
6761,裙子颜色很漂亮,1,裙子颜色,漂亮
6762,砖红的这个料子薄,1,料子,薄
6763,这个颜色正,1,颜色,正
6764,这价格很值,0,价格,值
6765,这价格值了,0,价格,值
6766,衣服版型还是蛮大的老妈,0,衣服版型,大
6767,衣服是薄料的,1,衣服,薄料
6768,仔细检查发现做工细,1,做工,细
6769,这个价格也算物有所值,1,价格,物超所值
6770,料子很薄一分价钱一分货,0,料子,薄
6771,衣服穿起来大气,0,衣服,大气
6772,可惜颜色少,0,颜色,少
6773,值这个这个价钱,0,价钱,值
6774,这个价格很值,1,价格,值
6775,感觉这个价格的确是很值的,0,价格,值
6776,效果简直不能太赞,0,效果,赞
6777,衣服面料厚度适中,1,衣服面料厚度,适中
6778,大小尺寸标准,1,大小尺寸,标准
6779,这个价格买的还值,1,价格,值
6780,这价格值得买哦,1,价格,值
6781,衣服大了点,0,衣服,大
6782,裙子颜色很正没色差,0,裙子颜色,没色差
6783,这件裙子颜色非常漂亮,0,裙子颜色,漂亮
6784,这个价格真的值了,1,价格,值
6785,料子摸着挺柔软,1,料子,柔软
6786,衣服穿上大气上档次,1,衣服,大气上档次
6787,不过这价位买这裙子也值了,1,价位,值
6788,衣服尺码准,1,衣服尺码,准
6789,面料是厚一点的棉,1,面料,厚
6790,衣服尺寸很正,0,衣服尺寸,正
6791,布料摸着很软,0,布料,软
6792,是纯棉的不掉色,0,纯棉,不掉色
6793,做工也挺细的,0,做工,细
6794,尺码也很正,1,尺码,正
6795,码数也正规,1,码数,正规
6796,这个价钱买的值了,1,价钱,值
6797,卖家推荐的尺码很准,1,卖家推荐的尺码,准
6798,尺码还挺准的,0,尺码,准
6799,棉质的材质,1,材质,棉质的
6800,总的来说值这个价钱,1,价钱,值
6801,做工么差些,0,做工,差
6802,颜色也特别正,0,颜色,正
6803,领口就显得有些开得比较小了,1,领口,小
6804,因为衣服上有些脏,1,衣服,脏
6805,裙子布料薄,1,裙子布料,薄
6806,颜色也很正点,0,颜色,正点
6807,这个价钱买真的是超值了,0,价钱,值
6808,但这个价格已经很值了,1,价格,值
6809,码数够正呢,1,码数,正
6810,这个价钱很超值,1,价钱,超值
6811,这个价钱值得买买买买买买,1,价钱,值
6812,发货超级慢,0,发货,慢
6813,这个价格买到非常值,0,价格,值
6814,但是这个价钱是物超所值了,1,价钱,物超所值
6815,面料觉得薄了点,1,面料,薄
6816,布料很软熟,0,布料,软
6817,只可惜颜色一人少,0,颜色,少
6818,发货有点慢,0,发货,慢
6819,没有穿过质量超差,0,质量,差
6820,卖家发货快满意,1,卖家发货,满意
6821,很棒的一次购物体验,1,购物体验,棒
6822,面料比较薄,1,面料,薄
6823,价格虽然贵一点,0,价格,贵
6824,面料挨身软软的,0,面料,软软的
6825,衣服面料很软,0,衣服面料,软
6826,领口小了点,0,领口,小
6827,很薄的面料,1,面料,薄
6828,是纯棉的而且不透,0,纯棉,不透
6829,布料是我喜欢的布料又光又滑又软,1,布料,又光又滑又软
6830,就是价格比别人家贵,1,价格,贵
6831,很值这个价钱,1,价钱,值
6832,面料不是特别薄的那种,0,面料,薄
6833,而且颜色很正,0,颜色,正
6834,做工也仔细,0,做工,仔细
6835,衣服做工很细,0,衣服做工,细
6836,而且版型很正,0,版型,正
6837,衣服虽然小贵了些,1,衣服,贵
6838,这个价格太贵了,1,价格,贵
6839,这个价钱太值了,1,价钱,值
6840,还是颜色都很正,1,颜色,正
6841,先买了一件尺码略小,1,尺码,小
6842,这个价格真的非常的值,1,价格,值
6843,颜色亮丽显年轻,1,颜色,亮丽
6844,颜色也特别的正,0,颜色,正
6845,物流慢的要死,0,物流,慢
6846,就这个物流要慢死了,0,物流,慢
6847,第一次买的衣服号码小了,1,衣服号码,小
6848,码数正穿上刚刚好,0,码数,正
6849,不同批次的衣服也会有一些差异的呢,0,衣服,差异
6850,就是价格略贵一点,1,价格,贵
6851,感觉物流有点慢吧,1,物流,慢
6852,料子滑滑的很柔软,1,料子,柔软
6853,无论洗多少次面料颜色也不会变浅,1,颜色,变浅
6854,衣服买了有点小还是算了,0,衣服,小
6855,但衣服有点紧,1,衣服,紧
6856,料子比较薄,1,料子,薄
6857,做工也很仔细,1,做工,仔细
6858,衣服也不会太透,1,衣服,透
6859,物流也快点赞,0,物流,赞
6860,很轻薄的速干面料,0,速干面料,薄
6861,布料比较薄,1,布料,薄
6862,这款裤子码数正常,1,裤子码数,正常
6863,面料很轻薄适合夏天运动穿,0,面料,轻薄
6864,料子很软很滑,0,料子,软
6865,这个码数正好,0,码数,正好
6866,料子还算薄,1,料子,薄
6867,就是客服服务态度太差劲,1,客服服务态度,差劲
6868,问题是价格还这么贵,1,价格,贵
6869,裤子面料很薄,1,裤子面料,薄
6870,个人觉得尺码有点偏大哦,0,尺码,大
6871,面料是薄款,0,面料,薄款
6872,料子薄厚适中,1,料子,薄厚适中
6873,面料是垂顺的薄料,1,面料,薄
6874,色差挺大的,0,色差,大
6875,尺码偏大穿在身上也很舒服,1,尺码,偏大
6876,物流有点慢,1,物流,慢
6877,这款尺码偏大,1,尺码,偏大
6878,颜色很正不易皱,0,颜色,正
6879,跟模特身上的衣服颜色还是有差异的,0,衣服颜色,有差异
6880,颜色很正没有你点瑕疵,0,颜色,正
6881,颜色比较正,0,颜色,正
6882,软软的面料,1,面料,软软的
6883,颜色也非常正,1,颜色,正
6884,不是特别薄的那种布料,1,布料,薄
6885,面料不是很薄的那种,0,面料,薄
6886,穿上漂亮料子很柔软,0,料子,柔软
6887,袖子也很宽松会比正常短袖的袖子长一丢丢非常棒,1,袖子,宽松
6888,就是物流有些慢,1,物流,慢
6889,就是建议的尺码有点大,1,尺码,大
6890,味道有点大,1,味道,大
6891,舒适大小合身,1,大小,合身
6892,发货慢也就罢了,1,发货,慢
6893,料子柔软细腻,1,料子,柔软细腻
6894,物流有些慢,1,物流,慢
6895,颜色没图片上那么亮,1,颜色,亮
6896,客服推荐的尺码很准,0,客服推荐的尺码,准
6897,衣服也薄了,0,衣服,薄
6898,很漂亮的颜色,0,颜色,漂亮
6899,材质是薄薄的,0,材质,薄薄的
6900,很值价格了,1,价格,值
6901,颜色也很正啊,1,颜色,正
6902,然后衣服很薄,1,衣服,薄
6903,拍时看评价说尺寸偏小,1,尺寸,小
6904,图案选择多,0,图案,多
6905,领口有点小,0,领口,小
6906,短袖就是领口小了点,0,领口,小
6907,客服服务态度差差差,0,客服服务态度,差
6908,印花图案也丰富多彩,1,印花图案,丰富多彩
6909,衣服面料挺软的,1,衣服面料,软
6910,担心白色太透,0,白色,透
6911,白色穿略透,0,白色,透
6912,真实颜色要偏亮一些,0,颜色,亮
6913,白色相对来说是会比其它颜色透一点的,0,白色,透
6914,颜色是亮色的,1,颜色,亮色
6915,牛油果色颜色很正,1,牛油果颜色,正
6916,颜色是比较亮的浅蓝,0,浅蓝,亮
6917,店里还有很多款式和颜色,0,款式和颜色,多
6918,料子挺柔软,0,料子,柔软
6919,恤颜色漂亮,1,颜色,漂亮
6920,衣服有点厚,1,衣服,厚
6921,料子挺薄的,0,料子,薄
6922,虽然衣服有点薄,0,衣服,薄
6923,不过尺码有点小,0,尺码,小
6924,恤值这个价格,1,价格,值
6925,白色的料子比较软,1,白色的料子,软
6926,料子摸起来非常软,0,料子,软
6927,颜色不是正粉,0,颜色,正粉
6928,它不是那种大袖子,0,袖子,大
6929,一开始怕白色会透,1,白色,透
6930,只是衣服稍微薄了点,1,衣服,薄
6931,料子有一点儿小厚,1,料子,厚
6932,尺码有点小,1,尺码,小
6933,上身效果也是最差的,0,上身效果,差
6934,白色太透了,1,白色,透
6935,比白色要透一点,1,白色,透
6936,白色有一点点透,1,白色,透
6937,发货特别慢,1,发货,慢
6938,白色薄和透,0,白色,透
6939,都说这个价位超值,0,价位,值
6940,这个价格非常的超值,0,价格,超值
6941,不是滑滑的软软的那种料子,1,料子,软软的
6942,袖子长短喜欢,0,袖子长短,喜欢
6943,白色的也不会透,0,白色,透
6944,尺码大了点,1,尺码,大
6945,衣服属于常规厚度,1,厚度,常规
6946,真的是大爱这件衣服,1,衣服,爱
6947,料子软软的,1,料子,软软的
6948,颜色亮度也够,0,颜色亮度,够
6949,这个价格真是太值了,0,价格,值
6950,纯白颜色很正,0,纯白颜色,正
6951,衣服料子有点厚,1,衣服料子,厚
6952,这个价格这个质量很值,1,价格,值
6953,就是物流有点点慢,0,物流,慢
6954,不是那种质量差的,0,质量,差
6955,面料棒棒哒,0,面料,棒棒哒
6956,面料摸起来也很棒,0,面料,棒
6957,值这个价格,1,价格,值
6958,袖子不是那种短的,0,袖子,短
6959,衣服面料比较厚,0,衣服面料,厚
6960,颜色也不是太正,1,颜色,正
6961,衣服稍微有点厚,0,衣服,厚
6962,就是物流超慢,0,物流,慢
6963,料子摸着很柔软,0,料子,柔软
6964,衣服有厚度,0,衣服,厚度
6965,就是白色感觉偏大一点点,1,白色,大
6966,还是你家衣服小了,1,衣服,小
6967,是我胖了还是尺码小,1,尺码,小
6968,这个价格真值,0,价格,值
6969,质量比较差,1,质量,差
6970,摸着感觉很软的面料,1,面料,软
6971,拍了白色担心太透,1,白色,透
6972,码数按正常的买就行了,1,码数,正常
6973,衣服厚度适中,0,衣服厚度,适中
6974,可以稍微领口再小点就好了,0,领口,小
6975,做工尺码正,1,做工尺码,正
6976,衣服太厚了,1,衣服,厚
6977,不过白色有点点透如果穿深色内衣的话,0,白色,透
6978,图三正常颜色,0,颜色,正常
6979,衣服布料有些热,0,衣服布料,热
6980,布料挺薄的,1,布料,薄
6981,物流稍微慢了点,1,物流,慢
6982,布料太软了,1,布料,软
6983,色差非常大,0,色差,大
6984,衣服太硬了,0,衣服,硬
6985,色差有点大吧,0,色差,大
6986,布料太硬,0,布料,硬
6987,布料差,1,布料,差
6988,衣服上有小污点,1,衣服,污点
6989,材料很差,1,材料,差
6990,布料超硬,1,布料,硬
6991,尺码偏大,0,尺码,大
6992,袖子有点短,0,袖子,短
6993,衣服出汗会透,0,衣服,透
6994,衣服有点硬,0,衣服,硬
6995,超薄面料,1,面料,薄
6996,颜色也正,1,颜色,正
6997,上身效果：绿色的颜色和图片有差距,1,绿色的颜色和图片,有差距
6998,领口太小,1,领口,小
6999,19.9这个价格很值了,1,价格,值
7000,买自己平常穿尺码大一号的,0,尺码,大
7001,衣服很薄,1,衣服,薄
7002,这服务态度真差,1,服务态度,差
7003,尺寸偏小,0,尺寸,小
7004,做工太差,0,做工,差
7005,质量特差,0,质量,差
7006,布料很软,0,布料,软
7007,价格与衣服成正比,1,价格与衣服,正比
7008,码子有点小了,1,码子,小
7009,做工差,1,做工,差
7010,尺码很正,1,尺码,正
7011, 面料品质：有有点透,0,面料,透
7012,面料很软,0,面料,软
7013,衣服太小,1,衣服,小
