,评论,评价对象,程度副词,否定词,情感词
10182,面料不是特别薄的那种,面料,特别,不是,薄
10183,而且颜色很正,颜色,很,0,正
10184,做工也仔细,做工,0,0,仔细
10185,面料质感都是一级棒的,面料质感,0,0,棒
10186,纯棉的且下水不掉色,纯棉,0,0,不掉色
10187,衣服做工很细,衣服做工,很,0,细
10188,而且版型很正,版型,很,0,正
10189,但是味道太大了,味道,太,0,大
10190,衣服虽然小贵了些,衣服,0,0,贵
10191,这个价格太贵了,价格,太,0,贵
10192,这个价钱太值了,价钱,太,0,值
10193,还是颜色都很正,颜色,很,0,正
10194,除了价格有点小贵,价格,有点,0,贵
10195,衣服简约大方,衣服,0,0,简约大方
10196,先买了一件尺码略小,尺码,略,0,小
10197,这个价格真的非常的值,价格,非常,0,值
10198,颜色亮丽显年轻,颜色,0,0,亮丽
10199,那些说质量很差还缩水的至少我都没遇见,质量,很,0,差
10200,颜色也特别的正,颜色,特别,0,正
10201,物流慢的要死,物流,0,0,慢
10202,就这个物流要慢死了,物流,0,0,慢
10203,就是码子偏小了,码子,偏,0,小
10204,第一次买的衣服号码小了,衣服号码,0,0,小
10205,衣服面料软软的,衣服面料,0,0,软软的
10206,码数正穿上刚刚好,码数,0,0,正
10207,不同批次的衣服也会有一些差异的呢,衣服,0,0,差异
10208,就是物流很慢,物流,很,0,慢
10209,就是价格略贵一点,价格,略,0,贵
10210,感觉物流有点慢吧,物流,有点,0,慢
10211,料子滑滑的很柔软,料子,很,0,柔软
10212,无论洗多少次面料颜色也不会变浅,颜色,0,不会,变浅
10213,面料软不起皱,面料,0,0,软
10214,衣服买了有点小还是算了,衣服,有点,0,小
10215,就是码子有点偏小,码子,有点,0,偏小
10216,商家发货慢,商家发货,0,0,慢
10217,感觉尺码还是小,尺码,还,0,小
10218,但衣服有点紧,衣服,有点,0,紧
10219,料子比较薄,料子,比较,0,薄
10220,做工也很仔细,做工,很,0,仔细
10221,衣服也不会太透,衣服,太,不会,透
10222,卖家服务很贴心,卖家服务,很,0,贴心
10223,物流也快点赞,物流,0,0,赞
10224,很轻薄的速干面料,速干面料,很,0,薄
10225,很棒的面料,面料,很,0,棒
10226,布料比较薄,布料,比较,0,薄
10227,这款裤子码数正常,裤子码数,0,0,正常
10228,面料也挺薄,面料,挺,0,薄
10229,面料很轻薄适合夏天运动穿,面料,很,0,轻薄
10230,料子很软很滑,料子,很,0,软
10231,这个码数正好,码数,0,0,正好
10232,面料比在香港买的同款灰色稍薄一点,灰色,0,0,薄
10233,料子还算薄,料子,0,0,薄
10234,就是客服服务态度太差劲,客服服务态度,0,0,差劲
10235,问题是价格还这么贵,价格,0,0,贵
10236,裤子面料很薄,裤子面料,很,0,薄
10237,就是颜色选择少点,颜色选择,0,0,少
10238,个人觉得尺码有点偏大哦,尺码,偏,0,大
10239,面料是薄款,面料,0,0,薄款
10240,主要是尺码正,尺码,0,0,正
10241,料子薄厚适中,料子,0,0,薄厚适中
10242,面料是垂顺的薄料,面料,0,0,薄
10243,手感软软滑滑的,手感,0,0,软软滑滑的
10244,色差挺大的,色差,挺,0,大
10245,只是领口有点小,领口,有点,0,小
10246,尺码偏大穿在身上也很舒服,尺码,0,0,偏大
10247,物流有点慢,物流,有点,0,慢
10248,这款尺码偏大,尺码,0,0,偏大
10249,衣衣颜色很漂亮,颜色,很,0,漂亮
10250,颜色很正不易皱,颜色,很,0,正
10251,跟模特身上的衣服颜色还是有差异的,衣服颜色,0,0,有差异
10252,颜色很正没有你点瑕疵,颜色,很,0,正
10253,颜色比较正,颜色,比较,0,正
10254,不是那种薄薄的料子,料子,0,不是,薄薄的
10255,软软的面料,面料,0,0,软软的
10256,颜色也非常正,颜色,非常,0,正
10257,不是特别薄的那种布料,布料,特别,0,薄
10258,颜色漂亮又大方,颜色,0,0,漂亮又大方
10259,面料不是很薄的那种,面料,很,不是,薄
10260,穿上漂亮料子很柔软,料子,很,0,柔软
10261,颜色挺漂亮,颜色,挺,0,漂亮
10262,袖子也很宽松会比正常短袖的袖子长一丢丢非常棒,袖子,很,0,宽松
10263,就是物流有些慢,物流,有些,0,慢
10264,就是建议的尺码有点大,尺码,有点,0,大
10265,面料也是很棒啊,面料,很,0,棒
10266,衣服薄薄的,衣服,0,0,薄薄的
10267,味道有点大,味道,有点,0,大
10268,舒适大小合身,大小,0,0,合身
10269,发货慢也就罢了,发货,0,0,慢
10270,料子柔软细腻,料子,0,0,柔软细腻
10271,上身效果超赞的,上身效果,0,0,赞
10272,衣服稍微有点大,衣服,有点,0,大
10273,物流有些慢,物流,有些,0,慢
10274,颜色没图片上那么亮,颜色,0,0,亮
10275,物流也特别慢,物流,特别,0,慢
10276,客服推荐的尺码很准,客服推荐的尺码,很,0,准
10277,衣服也薄了,衣服,0,0,薄
10278,很漂亮的颜色,颜色,很,0,漂亮
10279,材质是薄薄的,材质,0,0,薄薄的
10280,感觉布料稍微有点差别,布料,有点,0,差别
10281,很值价格了,价格,很,0,值
10282,颜色也很正啊,颜色,很,0,正
10283,然后衣服很薄,衣服,很,0,薄
10284,拍时看评价说尺寸偏小,尺寸,偏,0,小
10285,实物颜色更漂亮,实物颜色,更,0,漂亮
10286,衣服有点小,衣服,有点,0,小
10287,水蓝色颜色很正,水蓝色颜色,很,0,正
10288,图案选择多,图案,0,0,多
10289,领口有点小,领口,有点,0,小
10290,短袖就是领口小了点,领口,0,0,小
10291,客服服务态度差差差,客服服务态度,0,0,差
10292,这个价格买到手超值,价格,超,0,值
10293,印花图案也丰富多彩,印花图案,0,0,丰富多彩
10294,衣服面料挺软的,衣服面料,挺,0,软
10295,面料略微有些薄,面料,有些,0,薄
10296,担心白色太透,白色,太,0,透
10297,白色穿略透,白色,略,0,透
10298,真实颜色要偏亮一些,颜色,偏,0,亮
10299,白色相对来说是会比其它颜色透一点的,白色,0,0,透
10300,衣领没有很小,衣领,很,没有,小
10301,颜色是亮色的,颜色,0,0,亮色
10302,牛油果色颜色很正,牛油果颜色,很,0,正
10303,这价格挺值了,价格,挺,0,值
10304,颜色是比较亮的浅蓝,浅蓝,比较,0,亮
10305,店里还有很多款式和颜色,款式和颜色,很,0,多
10306,料子挺柔软,料子,挺,0,柔软
10307,就是味道有点大,味道,有点,0,大
10308,恤颜色漂亮,颜色,0,0,漂亮
10309,衣服有点厚,衣服,有点,0,厚
10310,衣服也有点薄,衣服,有点,0,薄
10311,料子挺薄的,料子,挺,0,薄
10312,虽然衣服有点薄,衣服,有点,0,薄
10313,不过尺码有点小,尺码,有点,0,小
10314,就是尺码有点小,尺码,有点,0,小
10315,恤值这个价格,价格,0,0,值
10316,白色的料子比较软,白色的料子,比较,0,软
10317,布料稍稍略薄,布料,略,0,薄
10318,料子摸起来非常软,料子,非常,0,软
10319,颜色不是正粉,颜色,0,不是,正粉
10320,它不是那种大袖子,袖子,0,不,大
10321,但是尺码偏大,尺码,偏,0,大
10322,袖子也不是很长的那种,袖子,很,不是,长
10323,味道也有点难闻白色的比较透一点,白色,比较,0,透
10324,一开始怕白色会透,白色,0,0,透
10325,只是衣服稍微薄了点,衣服,稍微,0,薄
10326,料子有一点儿小厚,料子,0,0,厚
10327,尺码有点小,尺码,有点,0,小
10328,牛油果的色差真是够大的,牛油果的色差,0,0,大
10329,上身效果也是最差的,上身效果,最,0,差
10330,夏款面料相对轻薄,夏款面料,0,0,轻薄
10331,白色太透了,白色,太,0,透
10332,比白色要透一点,白色,0,0,透
10333,白色有一点点透,白色,0,0,透
10334,发货特别慢,发货,特别,0,慢
10335,除了物流有点慢,物流,有点,0,慢
10336,白色薄和透,白色,0,0,透
10337,就是有白色点透,白色,有点,0,透
10338,尺码也特别准,尺码,特别,0,准
10339,都说这个价位超值,价位,超,0,值
10340,这个价格非常的超值,价格,非常,0,超值
10341,一套这个价格超值,价格,超,0,值
10342,不是滑滑的软软的那种料子,料子,0,不是,软软的
10343,这个价位很值了,价位,很,0,值
10344,袖子长短喜欢,袖子长短,0,0,喜欢
10345,白色的也不会透,白色,0,不会,透
10346,属于正常码数,码数,0,0,正常
10347,尺码大了点,尺码,0,0,大
10348,衣服属于常规厚度,厚度,0,0,常规
10349,真的是大爱这件衣服,衣服,0,0,爱
10350,料子软软的,料子,0,0,软软的
10351,这个价位买到这样的衣服太值了,价位,太,0,值
10352,颜色亮度也够,颜色亮度,0,0,够
10353,这个价格真是太值了,价格,太,0,值
10354,纯白颜色很正,纯白颜色,很,0,正
10355,颜色也挺正,颜色,挺,0,正
10356,衣服料子有点厚,衣服料子,有点,0,厚
10357,这个价格这个质量很值,价格,很,0,值
10358,就是味道很大,味道,很,0,大
10359,就是物流有点点慢,物流,有点,0,慢
10360,不是那种质量差的,质量,0,不是,差
10361,面料棒棒哒,面料,0,0,棒棒哒
10362,面料摸起来也很棒,面料,很,0,棒
10363,线头基本看不到做工挺细的,做工,挺,0,细
10364,值这个价格,价格,0,0,值
10365,尺码挺准的,尺码,挺,0,准
10366,袖子不是那种短的,袖子,0,不是,短
10367,衣服面料比较厚,衣服面料,比较,0,厚
10368,不是很软的面料,面料,很,不是,软
10369,颜色也不是太正,颜色,太,不是,正
10370,物流极其的慢,物流,极其,0,慢
10371,衣服稍微有点厚,衣服,有点,0,厚
10372,就是物流超慢,物流,超,0,慢
10373,料子摸着很柔软,料子,很,0,柔软
10374,衣服有厚度,衣服,0,0,厚度
10375,白色还是挺透的,白色,挺,0,透
10376,就是白色感觉偏大一点点,白色,0,偏,大
10377,还是你家衣服小了,衣服,0,0,小
10378,是我胖了还是尺码小,尺码,0,0,小
10379,衣服味道小,衣服味道,0,0,小
10380,这个价格真值,价格,0,0,值
10381,姜黄色颜色很正,姜黄色颜色,很,0,正
10382,料子也不是很薄那种,料子,很,不是,薄
10383,这个价钱值了,价钱,0,0,值
10384,质量比较差,质量,比较,0,差
10385,摸着感觉很软的面料,面料,很,0,软
10386,拍了白色担心太透,白色,太,0,透
10387,码数按正常的买就行了,码数,0,0,正常
10388,感觉尺码有点小,尺码,有点,0,小
10389,衣服厚度适中,衣服厚度,0,0,适中
10390,可以稍微领口再小点就好了,领口,0,0,小
10391,手感挺软的,手感,挺,0,软
10392,做工尺码正,做工尺码,0,0,正
10393,衣服太厚了,衣服,太,0,厚
10394,衣服长度是常规正常,衣服,0,0,正常
10395,不过白色有点点透如果穿深色内衣的话,白色,有点,0,透
10396,图三正常颜色,颜色,0,0,正常
10397,衣服布料有些热,衣服布料,有些,0,热
10398,衣服厚厚的,衣服,0,0,厚厚的
10399,布料挺薄的,布料,挺,0,薄
10400,物流稍微慢了点,物流,稍微,0,慢
10401,布料太软了,布料,太,0,软
10402,白色比较透,白色,比较,0,透
10403,色差非常大,色差,非常,0,大
10404,衣服太硬了,衣服,太,0,硬
10405,色差有点大吧,色差,有点,0,大
10406,布料太硬,布料,太,0,硬
10407,上身效果：帅气,上身效果,0,0,帅气
10408,布料差,布料,0,0,差
10409,衣服真心差,衣服,0,0,差
10410,领口太小了,领口,太,0,小
10411,衣服上有小污点,衣服,0,0,污点
10412,材料很差,材料,很,0,差
10413,布料超硬,布料,超,0,硬
10414,面料有点差,面料,有点,0,差
10415,尺码偏大,尺码,偏,0,大
10416,袖子有点短,袖子,有点,0,短
10417,衣服出汗会透,衣服,0,0,透
10418,衣服有点硬,衣服,优点,0,硬
10419,质量贼差,质量,0,0,差
10420,超薄面料,面料,超,0,薄
10421,颜色也正,颜色,0,0,正
10422,上身效果：绿色的颜色和图片有差距,绿色的颜色和图片,0,0,有差距
10423,做工极差,做工,极,0,差
10424,布料有点硬,布料,有点,0,硬
10425,领口太小,领口,太,0,小
10426,19.9这个价格很值了,价格,很,0,值
10427,衣服的面料偏向棉麻的感觉,衣服的面料,0,0,棉麻
10428,买自己平常穿尺码大一号的,尺码,0,0,大
10429,布料太差扔了,布料,太,0,差
10430,衣服很薄,衣服,很,0,薄
10431,这服务态度真差,服务态度,0,0,差
10432,而且实体店的质量比这个还差,质量,还,0,差
10433,尺寸偏小,尺寸,偏,0,小
10434,做工太差,做工,太,0,差
10435,质量特差,质量,0,0,差
10436,布料很软,布料,很,0,软
10437,质量很差,质量,很,0,差
10438,价格与衣服成正比,价格与衣服,0,0,正比
10439,码子有点小了,码子,有点,0,小
10440,这价格绝对物超所值了,价格,0,0,物超所值
10441,面料太差,面料,太,0,差
10442,做工差,做工,0,0,差
10443,尺码很正,尺码,很,0,正
10444,做工也差,做工,0,0,差
10445, 面料品质：有有点透,面料,有点,0,透
10446,面料很软,面料,很,0,软
10447,客服推荐的尺码挺准的,客服推荐的尺码,挺,0,准
10448,衣服太小,衣服,太,0,小
10449,上身效果非常棒,上身效果,非常,0,棒
10450,衣服也差,衣服,0,0,差
10451,衣服穿着也不会觉得紧绷,衣服,0,不会,紧绷
10452,尺码也正,尺码,0,0,正
10453,质量差但这个价格也就这样了,质量,0,0,差
10454,最后说一下客服推荐的尺码很准,客服推荐的尺码,很,0,准
10455,这价钱值了~,价钱,0,0,值
10456,衣服很小,衣服,很,0,小
10457,尺寸小了,尺寸,0,0,小
10458,面料挺软,面料,挺,0,软
10459,衣服有点小了宝贝已收到,衣服,有点,0,小
10460,发货也慢,发货,0,0,慢
10461,码子偏小,码子,偏,0,小
10462,质量真的差,质量,0,0,差
10463,码数正,码数,0,0,正
10464,这个价格来说很超值了,价格,超,0,值
10465,质量极差,质量,极,0,差
10466,尺码很小,尺码,很,0,小
10467,只能值那个价格了,价格,0,0,值
10468,客服服务态度也很差,客服服务态度,很,0,差
10469,尺码正规,尺码,0,0,正规
10470,尺寸有点偏小,尺寸,有点,0,偏小
10471,面料挺差的,面料,挺,0,差
10472,而且衣服上面还脏兮兮的,衣服,0,0,脏兮兮
10473,感觉比去年网孔糙大,网孔,0,0,糙大
10474,客服推荐的尺码很准 ,客服推荐的尺码,很,0,准
10475,尺码很准,尺码,很,0,准
10476,白色的有点点透,白色,有点,0,透
10477,不变形是纯棉的,纯棉,0,0,不变形
10478,尺寸偏小而且很薄很透,尺寸,偏,0,小
10479,颜色正 上身效果：按推荐的号买的,颜色,0,0,正
10480,有点紧身 尺码推荐：额,尺码,有点,0,紧身
10481,颜色亮堂,颜色,0,0,亮堂
10482,这个价格值得拥有,价格,0,0,值得
10483,这个价位物有所值,价位,0,0,物超所值
10484,做工细,做工,0,0,细
10485,尺码准,尺码,0,0,准
10486,布料也挺软和的,布料,挺,0,软
10487,好  是棉线的薄厚适中,棉线的薄厚,0,0,适中
10488,😳衣服有点小了,衣服,有点,0,小
10489,这个价钱买到这样的质量真的超级值得了,价钱,超级,0,值
10490,衣服有点瘦  建议拍大一码,衣服,有点,0,瘦
10491, 面料品质：100%棉没错,面料品质,0,0,棉
10492,料子柔软,料子,0,0,柔软
10493,发货快速,发货,0,0,快速
10494,尺码小,尺码,0,0,小
10495,太透了这衣服,衣服,太,0,透
10496,就是面料薄,面料,0,0,薄
10497,劵后价格也值了,价格,0,0,值
10498,就是领口小,领口,0,0,小
10499,码数很正,码数,很,0,正
10500,新的衣服有个洞,衣服,0,0,洞
10501,就是物流慢了点些,物流,0,0,慢
10502,蓝色和图片颜色相差很大,蓝色和图片颜色相差,很,0,大
10503,就得在衣服上来个洞,衣服,0,0,洞
10504,颜色正,颜色,0,0,正
10505,颜色挺亮的,颜色,挺,0,亮
10506,除了黑色质量有点差,黑色质量,优点,0,差
10507,颜色都很正,颜色,很,0,正
10508,做工仔细没有线头,做工,0,0,仔细
10509,上身效果超赞👍,上身效果,超,0,赞
10510,颜色也挺亮,颜色,挺,0,亮
10511,衣服狠薄,衣服,0,0,薄
10512,就是物流实在慢,物流,0,0,慢
10513,衣服太小了但又都被拆了&hellip;&hellip;,衣服,太,0,小
10514,尺码偏大点,尺码,偏,0,大
10515,对于这个价钱值得,价钱,0,0,值
10516,衣服材料稍薄,衣服材料,稍,0,薄
10517,有两件衣服是脏的,衣服,0,0,脏
10518,这个价格包邮真的值了,价格,0,0,值
10519,尺码买的xxl居然比我买的xl还要小,尺码,0,0,小
10520,质量也非常的差,质量,非常,0,差
10521,就是布料有点差,布料,有点,0,差
10522,款式多,款式,0,0,多
10523,上身很帅气,上身,很,0,帅气
10524,这价钱4件非常值,价钱,非常,0,值
10525,整体评价：款式多样,款式,0,0,多样
10526,衣服比较薄,衣服,比较,0,薄
10527,那个衣服的材质特别差,衣服,特别,0,差
10528,尺码也准,尺码,0,0,准
10529,客服推荐尺码也很正,客服推荐的尺码,很,0,正
10530,尺码正,尺码,0,0,正
10531,这次买的XL尺码还是大了,尺码,0,0,大
10532,这个质量 这个价格值了,价格,0,0,值
10533,重点收到货商品与描述不符,商品与描述,0,0,不符
10534,不比那些名牌的质量差,质量,0,0,差
10535,面料差,面料,0,0,差
10536,比纯棉的来说比较不容易变形,纯棉,比较,不容易,变形
10537,整体评价：做工差,做工,0,0,差
10538,质量也很差,质量,很,0,差
10539,衣服差就不说了,衣服,0,0,差
10540,做工真的是非常差,做工,非常,0,差
10541,客服推荐的码数蛮正确的,客服推荐的码数,蛮,0,正确
10542,不过感觉衣服还是有点厚,衣服,有点,0,厚
10543,实际效果超赞,实际效果,超,0,赞
10544,衣服面料有很多掉线,衣服面料,0,0,掉线
10545,价格比人贵,价格,0,0,贵
10546,就是有一件质量差点,质量,0,0,差点
10547,衣服穿着帅帅的,衣服,0,0,帅帅的
10548,款式简单,款式,0,0,简单
10549,等要洗的时候发现白衣服脏的洗不掉,白衣服,0,0,脏
10550,衣服有点薄,衣服,有点,0,薄
10551,看不出来以为4件七十多肯定质量很差,质量,很,0,差
10552,因为衣服大了所以需要换,衣服,0,0,大
10553,尺寸直径有些小,尺寸,有些,0,小
10554,码数正好,码数,0,0,正好
10555,就是之前的衣服买小了,衣服,0,0,小
10556,买了四件 就两件能穿 一件尺寸小,尺寸,0,0,小
10557,感觉衣服还是小了,衣服,0,0,小
10558,多种款式买了一套,款式,0,0,多
10559,不会有下一次 材质特性：差,材质特性,0,0,差
10560,黑色的那个衣服图案后面特别多,衣服图案,特别,0,多
10561,白色的特别透露肉,白色,特别,0,透
10562,款式多样,款式,0,0,多样
10563,不知道是不是尺码偏大,尺码,偏,0,大
10564,上身效果帅气,上身效果,0,0,帅气
10565,尺码比较准,尺码,比较,0,准
10566,颜色正不掉色,颜色,0,0,正
10567,爸爸说的衣服有点小,衣服,有点,0,小
10568,尺码稍微有点买大了,尺码,有点,0,大
10569,质量棒棒哒～,质量,非常,0,棒棒哒
10570,就是打开时味道很大,味道,很,0,大
10571,衣服是薄款,衣服,0,0,薄款
10572,料子软,料子,0,0,软
10573,最差劲的衣服,衣服,最,0,差劲
10574,面料品质：差 洗了几遍还是会掉毛一样的东西,面料品质,0,0,差
10575,质量是真的很差,质量,很,0,差
10576,料子轻薄,料子,0,0,轻薄
10577,选浅色的衣服容易看起来很脏,浅色的衣服,很,0,脏
10578,只是我码子买小了些,码子,0,0,小
10579,色差大,色差,0,0,大
10580,就是两件衣服的尺码有差别,衣服的尺码,0,0,有差别
10581,总之这个价位能买到这样的衣服很值了,价位,很,0,值
10582,就是物流有点慢,物流,0,0,慢
10583,这个价格属实值得,价格,0,0,值得
10584,颜色也比较正,颜色,比较,0,正
10585,料子是薄的那种,料子,比较,0,薄
10586,值这个价钱,价钱,0,0,值
10587,价格超值的,价格,超,0,值
10588,就是质量差点,质量,0,0,差点
10589,颜色漂亮,颜色,0,0,漂亮
10590,版型也正也没变形,版型,0,0,正
10591,0实物确实挺好的,实物,挺,0,好
10592,这个价位能买到这种质量的衣服确实值,价位,0,0,值
10593, 材质特性：舒软,材质特性,0,0,舒软
10594,这个价格能买到实在🍎是太值得了,价格,0,0,值
10595,料子很软,料子,很,0,软
10596,衣服是薄的,衣服,0,0,薄
10597,料子很薄,料子,很,0,薄
10598,宝贝以收到非常满意~,宝贝,非常,0,满意
10599,售后服务质量真的差 你不找他,售后服务质量,0,0,差
10600,属于优质棉面料,面料,0,0,优质
10601,面料轻薄,面料,0,0,轻薄
10602,衣服差不多就行了,衣服,0,0,差不多
10603,上身帅气,上身,0,0,帅气
10604,布料非常差,布料,非常,0,差
10605,衣服上身效果很赞,衣服上身效果,很,0,赞
10606,衣服的料子太差了,衣服的料子,0,0,差
10607,尺码大,尺码,0,0,大
10608,衣服是真的差,衣服,0,0,差
10609,码数也正好😍,码数,0,0,正好
10610,颜色也正[玫瑰]的一款产品,颜色,0,0,正
10611,下次还来这🎃🎃衣服包装也是很正规,衣服包装,很,0,正规
10612,这衣服太差了,衣服,太,0,差
10613,版型上身效果很帅气,版型上身效果,很,0,帅气
10614,颜色也正[太阳],颜色,0,0,正
10615,衣服料子一看就知道很差劲的那种,衣服料子,很,0,差劲
10616,这个价格能买到实在是太值得了,价格,太,0,值得
10617,这个价格超值了,价格,超,0,值
10618,版型正,版型,0,0,正
10619,🌙这个价格能买到真的是特别值得,价格,特别,0,值得
10620,实物的尺码小,实物的尺码,0,0,小
10621,定制款式多种多样,定制款式,0,0,多种多样
10622,客服介绍的尺码很正,尺码,很,0,正
10623,衣服质量比较薄,衣服质量,比较,0,薄
10624,这个价钱也值,价钱,0,0,值
10625,**人卖傻不衣服太差了,衣服,太,0,差
10626,白色衣服和黄色衣服有差距的,白色衣服和黄色衣服,0,0,有差距
10627,衣服时尚大方,衣服,0,0,时尚大方
10628,这个价格能买到真的是值得了,价格,0,0,值
10629,正常尺码就行,尺码,0,0,正常
10630,版型很正,版型,很,0,正
10631,版型也挺正,版型,挺,0,正
10632,颜色也正😄,颜色,0,0,正
10633, 显着干净衣服很板正,衣服,很,0,板正
10634,白色点点透,白色,0,0,透
10635,价格也很超值,价格,超,0,值
10636,就是物流慢了些,物流,0,0,慢
10637,不褪色颜色正,颜色,0,0,正
10638,衣服薄到像一张纸巾,衣服,0,0,薄
10639,这个价位很超值,价位,很,0,超值
10640,但是实物的颜色也很漂亮,实物的颜色,很,0,漂亮
10641,衣服比较厚,衣服,比较,0,厚
10642,唯一不喜欢的领口太小不太适合夏天穿,领口,太,0,小
10643,衣服偏厚,衣服,偏,0,厚
10644, 颜色很正,颜色,很,0,正
10645,而衣服又偏厚,衣服,偏,0,厚
10646,领口是真小啊,领口,0,0,小
10647,就是领口有点紧,领口,有点,0,紧
10648,我的身高体重：160颜色很漂亮,颜色,很,0,漂亮
10649,比浅绿色的材质软踏,浅绿色的材质,0,0,软踏
10650,这个衣服偏厚一点,衣服,偏,0,厚
10651,体恤面料颜色都很棒,体恤面料颜色,很,0,棒
10652,衣服莫名的领子发黄 ,领子,0,0,发黄
10653,白色不会透,白色,0,不会,透
10654,不过码子买小了,码子,0,0,小
10655,颜色纯正,颜色,0,0,纯正
10656,做工真是差,做工,0,0,差
10657,灰色颜色有点显老,灰色颜色,有点,0,显老
10658,款式和面料都很棒,款式和面料,很,0,棒
10659,不褪色但领口小显肩壮,领口,0,0,小
10660,面料不是很薄,面料,很,不是,薄
10661,面料超级棒,面料,超级,0,棒
10662,白色还是会透,白色,还,0,透
10663,版型超正,版型,超,0,正
10664,白色不怎么透,白色,0,不,透
10665,不是很薄的材质,材质,很,不是,薄
10666,喜欢小领口,领口,0,0,小
10667,面料有点软,面料,有点,0,软
10668,领口小一点,领口,0,0,小
10669,面料薄厚适中,面料薄厚,0,0,适中
10670,面料还是有点透,面料,有点,0,有点透
10671,差距继续拉大,差距,0,0,大
10672,是稍微偏硬的布料,布料,偏,0,硬
10673,尺寸买小了,尺寸,0,0,小
10674,和去年的款比好像领口要小一点,领口,0,0,小
10675,衣服很厚的,衣服,很,0,厚
10676,领口也小,领口,0,0,小
10677,颜色真的很漂亮,颜色,很,0,漂亮
10678,纯棉又不变形,纯棉,0,0,不变形
10679,整体评价：有点厚,整体,有点,0,厚
10680,服务态度超级差,服务态度,超级,0,差
10681,只是衣服太透了,衣服,太,0,透
10682,面料挺薄,面料,挺,0,薄
10683,就是觉得价格有点贵了,价格,有点,0,贵
10684,衣服特别薄,衣服,特别,0,薄
10685,质量很差给家婆买的,质量,很,0,差
10686,面料轻薄细致,面料,0,0,轻薄
10687,物流快速,物流,0,0,快速
10688,衣服有点宽但是不影响,衣服,有点,0,宽
10689,就是味道太大啦,味道,太,0,大
10690,面料品质：裤子有点薄,裤子,有点,0,薄
10691,衣服太透明了,衣服,太,0,透明
10692,就是她说腰部衣服最下边略有点紧,衣服,有点,0,紧
10693,颜色没色差,颜色,0,没,色差
10694,衣服太差了,衣服,太,0,差
10695,颜色也很漂亮,颜色,很,0,漂亮
10696,上衣布料很差,上衣布料,很,0,差
10697,衣服整体太大,衣服整体,太,0,大
10698,尺码偏大了,尺码,偏,0,大
10699,就是衣服买的有些大了,衣服,有些,0,大
10700,这个价格还是值得,价格,还,0,值得
10701,料子柔软光滑,料子,0,0,柔软光滑
10702,这个价位买这个衣服也是很值啦,价位,很,0,值
10703,这个价格买得太值了,价格,太,0,值
10704,她说质量很差,质量,很,0,差
10705,赞一个 这个价格值得,价格,0,0,值得
10706,客服推荐尺码也准,客服推荐尺码,0,0,准
10707,这款颜色的确很漂亮,颜色,很,0,漂亮
10708,价格绝对值,价格,0,0,值
10709,夏季买的尺码偏大,尺码,0,0,偏大
10710,料子薄了点,料子,0,0,薄
10711,这个价位真的很值,价位,很,0,值
10712,做工很仔细,做工,很,0,仔细
10713,质量差的,质量,0,0,差
10714,让她穿裤子上衣搭别的😎这个颜色还是很漂亮的,颜色,很,0,漂亮
10715,面料很薄很薄&hellip;,面料,很,0,薄
10716,衣服这么透妈妈怎么穿出去,衣服,0,0,透
10717,布料软,布料,0,0,软
10718,整体评价：价格厚道,价格,0,0,厚道
10719,颜色很正穿在身上特别的舒适,颜色,很,0,正
10720,版型很正不会变形掉色,版型,很,不,正
10721,颜色特别的正,颜色,特别,0,正
10722,颜色超正,颜色,超,0,正
10723,这衣服穿着美丽大方,衣服,0,0,美丽大方
10724,这个价钱我觉得挺值的,价钱,挺,0,值
10725,颜色真的很漂亮哦,颜色,很,0,漂亮
10726,这个价格买的值,价格,0,0,值
10727,物流稍微有点慢,物流,稍微,0,慢
10728,裤子尺码太大,裤子尺码,0,0,大
10729,只不过发货实在有点慢,发货,有点,0,慢
10730,但这个价格这个质量已经是很值了,价格,很,0,值
10731,尺寸大小合身,尺寸大小,0,0,合身
10732,卖家很贴心物流很快,卖家,很,0,贴心
10733,价格贵,价格,0,0,贵
10734,衣服号码买小了,衣服号码,0,0,小
10735,服务态度超差,服务态度,超,0,差
10736,衣服里面打底太小了,衣服,0,0,小
10737,这个价位感觉很值,价位,很,0,值
10738,衣服样式简单大方,衣服样式,0,0,简单大方
10739,客服提供的码数也正好,码数,0,0,正好
10740,面料软软滑滑的,面料,0,0,软软滑滑的
10741,码数也正,码数,0,0,正
10742,版型端正,版型,0,0,端正
10743,做工细很合,做工,0,0,细
10744,这个价格也物超所值,价格,0,0,物超所值
10745,推荐的尺码也很准,尺码,很,0,准
10746,这个价格很值得,价格,很,0,值得
10747,而且尺码很准,尺码,很,0,准
10748,价格也就比宝贵了一丢丢,价格,0,0,贵
10749,衣服有一点点大,衣服,0,0,大
10750,物流不是一般的慢,物流,一般,不是,慢
10751,但是从价格来说也值了,价格,0,0,值
10752,这样的价钱物超所值,价钱,0,0,物超所值
10753,就是物流有点慢几天了才到,物流,有点,0,慢
10754,质量差了一点,质量,0,0,差
10755,料子薄透气,料子,0,0,薄
10756,衣服太宽了,衣服,太,0,宽
10757,怎么衣服还这么大一件,衣服,0,0,大
10758,就是衣服有点大,衣服,有点,0,大
10759,衣服大乱,衣服,0,0,乱
10760,做工太差了,做工,太,0,差
10761,尺码可能有点偏大,尺码,有点,0,偏大
10762,??衣服太大了,衣服,太,0,大
10763,而且领口也是特别小的哪种,领口,特别,0,小
10764,物流很慢,物流,很,0,慢
