,评论
48382,挺好的 女儿很喜欢 料子也不错
48383,宝贝穿着特别好看，喜欢，大小正好是
48384,衣服蛮好的，儿子很喜欢，真的超级划算
48385,客服很好，送货快，衣服很合适，下次还要购买！
48386,小孩喜欢穿，很不错，可以防风
48387,质量很好，穿着也比较合体，孩子很喜欢
48388,衣服很好，孩子再冷一点就可以穿了
48389,刚好，合适，儿子很喜欢
48390,很好的衣服，孩子穿上很好看，价格实惠！！
48391,大小合适，孩子喜欢，物流很快，不错
48392,衣服已经收到，质量不错，孩子很喜欢
48393,儿子很喜欢，穿上帅气，赞
48394,不错，儿子穿好看，物流很快，好评
48395,非常好，女儿很喜欢，与描述相符！
48396,孩子喜欢，价格上买的便宜，相当不错！
48397,衣服质量还可以，保暖效果非常好。
48398,超级赞，衣服质量棒棒哒，由于我的失误订错号，卖家不厌其烦的帮忙问换货，给100个赞?还会光顾的
48399,很好，穿着正合适，孩子挺喜欢
48400,衣服质量很好，跟商家描述的一样，发货速度很快，会推荐朋友买
48401,买给女儿的！很适合！下次再光临！
48402,很好的风衣会回购，已经关注店
48403,衣服质量很好，物有所值，一件衣服当三伴穿。
48404,衣服材料不错，很合身，价格实惠！
48405,店家服务态度很好，物流也很快，孩子很喜欢
48406,衣服料子很好，很柔软，值得购买哦
48407,面料不错，做工也很好，和图片一样
48408,衣服质量很好  比我想象的好太多了  一次买了三件  很划算
48409,非常好，大爱，外甥侄子侄女都喜欢
48410,99元秒杀买的，很实惠！厚实！暖和！
48411,很不错，很暖和，超划算哦
48412,质量很好，小孩子很喜欢，也很舒服。
48413,物有所值，孩子很喜欢，一次不错的购物体验。
48414,小朋友很喜欢，质量也很好，两件的设计赞一个。
48415,"衣服收到了，真的不错，物有所值，买两件打八折，
超级划算?"
48416,衣服收到了，还不错，跟介绍的一样，孩子很喜欢。
48417,宝贝已经收到很长时间了，非常满意，下次还会光顾的喜欢的亲们赶快下手吧
48418,衣服很漂亮价格也美丽喜欢的可以下手啦
48419,给小家伙买的，非常棒，收到货让他试下就舍不得脱下来了！
48420,衣服真的很不错，很满意
48421,一下子买了两套，孩子非常喜欢五星好评。
48422,质量好，防风，无异味颜色也很正
48423,衣服不错，质量很好，朋友看到了也下单买了两件
48424,穿上比较得体！一次愉快的购物，合作很愉快！！
48425,这件衣服确实不错，我儿子穿在身上很合身！
48426,很好，孩子挺喜欢，颜色挺正
48427,衣服好看，质量可以，小朋友很喜欢
48428,包装很好，配送也非常及时，我很满意
48429,给儿子买的，总体满意，颜色不是特别喜欢
48430,冬天穿很方便，保暖又可挡风雨
48431,宝贝很不错，儿子穿起来很合身
48432,送给小朋友的，质量很好，小朋友非常喜欢
48433,衣服布料跟预期相符，性价比还是很好的
48434,小孩很喜欢，做工也很好，好评！
48435,不错，小朋友很喜欢，大小刚好。
48436,这是第二次购买送人实惠，又很帅气喜欢。
48437,非常喜欢，.帮朋友小孩买的，都很满意，会推荐给朋友的，五分好评
48438,衣服质量很好，宽式不错，孩子喜欢
48439,面料好，舒适透气，还很帅
48440,衣服挺好看的，孩子很喜欢，非常满意
48441,衣服质量很好，颜色也无色差，不错的选择?
48442,很合身，质量也还可以，孩子喜欢
48443,衣服质量不错，物流也很给力，宝贝很喜欢
48444,面料很好，一件可当三件，挺好的
48445,这款衣服很好，和图片上的有样。
48446,质量很不错！买大了，老板很耐心地调货，按正常身高买就可以了
48447,衣服质量很好，孩子很喜欢，物流也很给力
48448,好，质地好，手感很好，非常满意的一次网购
48449,颜色很正，两件套，一衣多穿，非常好。。。。。
48450,尺码标准，质量很好，颜色好看！
48451,质量不错，穿上很趁肤色，漂亮！
48452,给孩子买的，衣服不错。很喜欢。
48453,跟图片一样的，上身效果很好。
48454,第二次购买了，质量非常好，比第一次买的稍贵一点点
48455,这个价格，能买到这样的衣服很不错了，孩子也喜欢，好评。
48456,衣服很好。和商家说的一样。介绍给朋友了
48457,孩子很喜欢，也面料很好这个价钱买很值
48458,物超所值，价格公道，孩子很喜欢，下次还会光临。
48459,女儿穿着很好看，质量不错
48460,冲锋衣很漂亮也很暖和，小伙子特别喜欢
48461,很好用，超值，快递速度很快，物有所值
48462,质量很好，非常的满意，物流速度也快，下次还会光顾
48463,很厚实，小孩子穿上保暖型很好
48464,还可以，穿上很舒服，大小合适
48465,衣服很厚实，挺好的女儿很喜欢
48466,真的很棒，孩子穿着很合适
48467,儿子试了下很合适，穿上帅帅哒
48468,一拆为二，非常舒适，孩子很喜欢
48469,还可以，小朋友很喜欢，黑色也不错。
48470,很漂亮，孩子很喜欢！质量不错
48471,很不错的衣服?儿子很喜欢，又是两件衣服很赞
48472,衣服挺好的，儿子穿着很好看
48473,衣服收到了给孩子试了有点大明年穿吧活动买的很划算
48474,性价比挺高，宝贝特别喜欢这个颜色。
48475,衣服收到了，试穿了一下，感觉非常好满意
48476,质量挺好的，比较修身，小孩很喜欢。
48477,衣服收到了，物超所值，孩子也很喜欢。
48478,质量很好，价格合适，很满意?(?^o^?)?
48479,衣服质量很好，物有所值，孩子很喜欢。
48480,质量好，没色差！孩子很喜欢！
48481,颜色好看，质量很好，跟描述的一样，好评！
48482,衣服很合适，儿子穿上很帅气。
48483,质量很好，儿子特别喜欢
48484,衣服质量很好的 比我想象的好太多了  很划算的
48485,质量很好，内胆可以取，实用。
48486,很满意，谢谢卖家的推荐
48487,衣服看起来很大气，很喜欢。
48488,衣服很漂亮，女儿很喜欢，品质很好
48489,衣服很好看孩子很喜欢
48490,特别合适，很喜欢！！
48491,给侄子买的，加绒的，很保暖
48492,衣服漂亮，穿上很合适，质量刚刚的
48493,穿着大小合适，质量很棒！物有所值！
48494,很厚实的衣服，在广东可以过完冬天了
48495,质量可以，女儿很喜欢。
48496,衣服很漂亮，女儿很喜欢，也很保暖
48497,资料不错，穿着很舒服，赞。
48498,穿起来很合身，保暖性很好
48499,衣服颜色很好，适合小姑娘，还不错
48500,衣服的质量和样式都非常好，女儿穿上也特别喜欢，准备再买一件。
48501,很漂亮的，儿子试穿很师气
48502,质量可以快递又快给五颗星
48503,衣服作工精细，穿着很暖和
48504,衣服收到了，质量很好，物流也很快，非常满意。
48505,衣衣收到了不错，质量很好物流也很快给五星好评
48506,价格合理质量可靠包装完好配送迅速总体很满意
48507,不错，儿子很喜欢，售后换货也很好
48508,质量很好，价格很实惠，孩子很喜欢
48509,娃超喜欢，秋冬装，方便。。不错的购物
48510,衣服今天刚好收到，速度很快，非常感谢大家
48511,买三件还是比较划算，质量也可以物超所值。
48512,超级好，物超所值！！！！
48513,孩子穿了很不错，很喜欢！
48514,不错，挺厚实的，宝贝很喜欢
48515,颜色很漂亮，孩子超喜欢。
48516,大小正合适，儿子很喜欢。
48517,给儿子买的，很喜欢，下次还会光顾
48518,质量很好，物流信息快，服务态度很好，五星
48519,商品不错，物流速度挺快，快递员态度很好！
48520,儿子超级喜欢，感觉还不错
48521,物美价廉，穿着舒服，值得推荐哦！
48522,做工很好，质量很好，物流也很快。
48523,挺好看的，闺女也特别喜欢
48524,衣服直接不错颜色好看！很实惠
48525,给侄女买了一件粉色的，三人一人一件很不错
48526,衣服质量很好，建议快递送货打电话通知一下
48527,这衣服不错，很亮很喜欢，下次再来
48528,儿子很喜欢，穿着还不错
48529,东西很好，还不错，物美价廉，性价比高，会推荐给朋友们！
48530,小孩子很喜欢，做工很好
48531,颜色很正，孩子非常喜欢
48532,侄女很喜欢，衣服面料很舒服。
48533,不错，价格便宜，料子也很舒服。
48534,宝贝很好，孩子也很喜欢。
48535,大小正好，小孩非常喜欢
48536,衣服挺漂亮，宝贝很喜欢
48537,衣服真不错，孩子很喜欢。
48538,衣服真心不错，儿子女儿都喜欢!
48539,样式洋气，小孩穿上非常美观。
48540,给大宝买的衣服挺好，颜色很漂亮
48541,东西不错，很合身下次还会再来
48542,衣服质量很好孩子穿着很喜欢物流也很快
48543,衣服超级棒，柔软，舒服，值
48544,好不错，，快递很快，价格便宜，
48545,。超级喜欢，艳色给图片一祥的。
48546,宝贝已收到，试一下觉得很好哦
48547,很舒适，质量很好，还是两件套。
48548,好衣服，质量很好款式时尚，满意！
48549,款式新颖，孩子很喜欢。
48550,衣服很漂亮，大小合适，
48551,东西收到，十分满意，孩子很喜欢
48552,穿的挺好的，感觉很舒服
48553,物美价优，孩子喜欢，非常赞。
48554,衣服质量还可以，宝贝也很喜欢
48555,衣衣是真的物美价廉，喜欢可以买的亲们
48556,宝宝非常喜欢，衣服质量也不错
48557,衣服穿着很暖和，是可拆卸的！
48558,面料很舒服   无色差
48559,大小刚好，孩子很喜欢
48560,质量很好，宝贝很喜欢码数正
48561,孩子很喜欢，也挺漂亮
48562,产品不错，手感很好，满意好评！
48563,衣服确实不错，给个五星好评！
48564,侄子很喜欢，衣服大小合适！
48565,收货很快，价格也很优惠，质量一般！
48566,颜色很漂亮建议定大一码的
48567,衣服很柔软，特别舒服。
48568,宝贝今天收到了，质量很好，给店家点赞
48569,不错不错，质量非常棒，很满意！
48570,衣服可以，很愉快的一次购物，
48571,东西不错，效果很好，值得推荐
48572,很划算的一比购物体验，性价比高！
48573,宝贝很喜欢 衣服质量也很好
48574,已经给宝贝穿上了很不错。
48575,衣服质量很好，价格也实惠。推荐购买。
48576,很棒哦！穿着刚刚好，
48577,衣服质量很不错，厚度也可以
48578,质量不错，物有所值，很御寒
48579,宝宝很喜欢  没色差
48580,性价比很高，衣服质量不错，很值了
48581,三穿的特别实惠，两个孩子一人一件
48582,很好，不错，很满意的一次购物
48583,不错，孩子喜欢，物美廉价！
48584,衣服很好。和商家说的一样
48585,非常好，小孩子非常喜欢！
48586,还不错 宝贝很喜欢的颜色
48587,衣服质量还行，快递速度很快！！！！！！！！
48588,还不错，质量也很好，很满意！
48589,物美价廉，小孩非常喜欢。
48590,衣服质量很好穿上很保暖
48591,物流发货很快，质量很好，值得购买！
48592,衣服很好漂亮质量也很好
48593,最好打两码。衣服真很不错
48594,已收货，孩子很喜欢，不错！
48595,儿子非常喜欢，值得拥有
48596,很满意，物美价廉，好评了
48597,很好的衣服！很厚实！
48598,买给儿子的，孩子很喜欢
48599,简单有效的评价就是物美价廉！
48600,不错很保暖闺女很喜欢
48601,衣服质量不错 特别暖和！
48602,儿子非常喜欢，质量也好
48603,客服服务很到位，衣服质量不错
48604,衣服很好孩子非常满意
48605,衣服已收到，宝贝很喜欢
48606,孩子穿着很合适，挺好的
48607,质量非常好，客服推荐的正好
48608,东西真不错，物美价廉，超值
48609,衣服不错，儿子很喜欢，
48610,质量很好，客服服务态度好。
48611,发货快，质量很好，值得购买
48612,物美价廉品质好好好满意
48613,衣服不错哦，孩子很喜欢呢！
48614,质量好！女儿非常喜欢?
48615,第一次买大了换货很顺利
48616,刚刚拿到家，女儿穿上很喜欢！
48617,宝贝穿上还合适也非常漂亮
48618,衣服质量很好，价格实惠！
48619,质量很好，物流快速，以后需要还会在买
48620,衣服大小合适，孩子很喜欢
48621,衣服真心的很好，小孩很喜欢
48622,不错，很快速的换货了
48623,孩子喜欢，非常满意的购物
48624,买三件还是比较划算，质量也可以物超所值
48625,质量好，很满意，好好好好好
48626,值得购买，性价比很高-9值得购买
48627,衣服质量很好，儿子穿上很帅气
48628,不错，质量可以。样式很好
48629,小朋友非常喜欢，不错
48630,价格实惠质量也很好！
48631,衣服质量不错，孩子很喜欢，保暖性很好
48632,冲锋衣大小可以，面料手感不错，有点小问题，商家给处理了！感觉态度很好！这个季节给孩子买比较合适，一衣三穿，感觉挺好的，颜色和图片稍有色差，不过也能接受，孩子挺喜欢的，总体来说还不错！
48633,"质量还可以，搞活动凑单有优惠。
面料整体偏薄，做工一般以上，整体75分。
面料的防水性未做测试。
颜色还可以，不适合肤色较深的孩子穿。
尺码合适。"
48634,产品收到了，打开看了看，款式面料还不错，给孩子试穿了一下，大小还行，就是有点单薄，不适合大冬天穿～
48635,买给小表弟的，没想到实物颜色比图片好看，很显肤色。衣服质量还可以，一件衣服可以三穿，外面那件是防风衣，还防水，里面那件比较暖一点，如果不是太冷的时候，就穿里面那件就可以了。毕竟广东的天气冷不到哪里去，满满的都是夏天?
48636,颜色和图片一样，厚度也可以，适合深秋季节穿！做工也不错！就是不知道透气性如何！等孩子穿了才知道！
48637,很实用的一款产品，喜欢。这个衣服穿了有一段时间了没有起球，松紧是宽的袖子不卷曲，衣服穿了洗不收水，总体来说还不错。
48638,挺好的，就这个价钱，按道理冲锋衣应该透气不透水，但是这款透水，主要孩子喜欢，懒得来回麻烦，其他还好
48639,收到了，色彩可以，做工看着还行，尺码等下孩子上身试一试，再补发评论。
48640,到了有一段时间了，没有时间评价，衣服内布穿了一天就破了，不过其他的还好，而且有两件，可以换着穿，冷了两件可以拼在一起穿。
48641,衣服收到了，这个天正好可以穿，女儿四岁130的可以穿，衣服料子也还可以，内胆可拆卸单穿也可以
48642,挺好的，颜色鲜艳，孩子喜欢，穿上稍微小了一点，但不影响美观！
48643,跟蓝色的一起买的，一起买了两件，颜色好看，妞穿着好看，刚好合适
48644,"质量还可以，外层有些飘呢，不过比之前在另一家买的要
好许多，。现在还没穿，这几天降温，可以先穿里面的抓绒衣。"
48645,衣服还可以，小孩穿去学校同班有撞衫。一次买了多件，给侄儿也买了件。就是衣服袖子有点紧，实际的衣服颜色和样品有些色差。但总的说来，衣服还可以，价格也较优惠，就是给小孩买时尽量选大一点的码子。
48646,衣服和图片一样的，质量也不错，做工也精细，小孩穿在身上也挺好看的
48647,还不错，穿上挺暖和，孩子也喜欢，外层不是那种硬硬的，挺好洗
48648,衣服收到有几天了一直没有时间来评价，娃娃穿了几天质量不错样式好看，下点小雨也打不湿。两件套也比较划算，推荐给需要的人
48649,衣服还不错，孩子挺喜欢的，而且还可以分着穿，相当于2件。
48650,挺不错，颜色很正，价格美丽，孩子蛮喜欢的。不足是里面一件的logo有点纸屑
48651,还不错，比较暖和，就是外面这层稍微有点味道。继续通风散味。
48652,收到了衣服质量不错挺满意的，给儿子买的生日礼物。和图片效果一样几十块感觉挺划算的。儿子也挺喜欢买了第二天就穿上了高兴的很。挺满意的一次购物
48653,衣服没有色差，一件衣服，两件套，可以拆开穿，还可以吧，就是买短了，估计明年儿子再长高一些就没办法穿了
48654,质量还可以，就是尺码偏小，总体不错，将就着穿吧
48655,做工精细。衣料挺好的，尺码标准。颜色如实。满意。
48656,挺满意的，和图片无色差，码也比较正，拉链顺滑。
48657,孩子穿刚刚好，就是拉链颜色，客服说是蓝色，不过也还好
48658,衣服不错，里面有抓绒，可以分开穿，而且厚实，面料也不错，等天冷穿着试试，衣服款式颜色都好看
48659,疫情期间还能正常发货，给一个大大的攒！衣服挺好，已经洗了
48660,衣服质量不错，两层一起穿很厚实，没有什么气味，唯一不足的是口袋太浅，口袋里的内衬质量也不行。
48661,天气冷了，这件加绒外套穿上可以挡风防寒，面料还可以，价格也实惠。
48662,衣服质量还可以，试穿的时候就是有很大味道，不知道洗了后还会不会有味道。
48663,跟图片一样，没色差，一件可以三种穿法，经济实惠
48664,衣服颜色好看，质量不错，就是口袋有点小，专门买大点给女儿屯着。
48665,可拆，可组合，方便使用，小朋友一件当多件穿，临时出门不担心怎么选衣服了，一件搞定
48666,衣服挺好的   第二次购买了   两儿子穿着特别帅气    不错不错
48667,都穿了好久了，现在才来更新，质量还可以吧算，现在穿不上了，小孩还是喜欢的
48668,衣服摸着还不错，儿子穿起来挺好，大小也可以，赞一个吧
48669,衣服收到了，小孩子自己选的款式和颜色，尺寸规格刚好，可以拆分成2件穿，家里天气正适合穿，因为商家做活动，同时给小的买了红色款，穿上去偏大一些，但已经是最小码了没有去换，小孩子嘛，衣服一到马上穿起来，合不合适都不脱下来的，下次活动通知下，一定再光顾
48670,衣服收到了，女儿很喜欢。跟图片颜色一样，没有色差，没异味，上身效果挺不错的。下次还会继续光临。
48671,衣服合适，小孩喜欢，南方相对比较热，拆开穿。
48672,挺好的价格便宜，两穿很好，但是有两个缺点:一是设计不合理，身长和袖子不成比例，袖子长太多。二是袖口内外层应该有扣子或者拉链能连在一起，不然脱衣服总是脱了外面，里面那层带出来，其实产品往往胜在细节上
48673,质量不错，三种穿法适合春秋天的变化，孩子130cm穿140码的稍大一点，现在穿正好！
48674,给哥哥和妹妹一人买一件，款式看着还不错，里面的加绒衣服穿着舒服，外面的挡风衣服有点不透气，不管冷天出去应该会保暖吧
48675,挺好的，里外共2件，孩子挺喜欢的
48676,孩子穿上有点大，没有关系再暖和点穿上应该合适。颜色非常漂亮。
48677,衣服不错，穿上很暖和，只是尺码太大了，最小的都穿不了，只有放到明年穿了
48678,蛮好的，这个价格实惠，有点线头，整体可以的
48679,这个价格不能要求多，东西挺不错，没什么味道摸起来和探路者也没什么区别
48680,还行，就是我儿子块头大，尺码不够，10岁男孩穿170小了
48681,质量是不错，但码数偏小，156穿170码感觉刚刚好，不知道明年还能穿不?
48682,冲锋衣，挡风挡雨，帽子及内里都可以拆下来，配件都能拆除，想怎么穿就怎么穿。
48683,儿子是很喜欢的，内里的卸下来有装上去的好几回了，就是不喜欢一起穿着！可能现在还不是很冷吧！
48684,物超所值，比想像中的要好，虽然细节上有待提高，但是绝对对得起秒杀价格！
48685,大小合适，价格美丽，主要是宝贝喜欢，下次还来光顾
48686,给闺女150买了160码，穿着挺合身，面料摸着还不错
48687,质量不错，挺喜欢，回来就洗好了等干了让孩子穿～
48688,大小合适，衣服挺不错的，前几天穿里面，这几天冷了穿两层了，防风
48689,价格实惠，穿起舒服，保暖。不比几百块的差
48690,衣服质量不错，可能就是码子偏小，协调后店老板配合调换商品，不错。
48691,衣服很厚实，相当于两件，待改进地方就是袖口，穿脱容易带出，最好有固定的东西。
48692,衣服不错，儿子喜欢，一次买了两件，价格也实惠，如果里面穿比较厚的毛衣之类的，建议大家买大一码的
48693,衣服挺好的，物超所值，偏大，男孩子如果不胖，可以偏小一码。
48694,物有所值吧。刚拿回来有味儿，晾了半天没味儿了。看起来很暖的样子，天再冷些就可以穿了。
48695,衣服质量很好，颜色也跟图片没差，不过需要买大一点，一开始拿150就小了，换的160，我孩子130厘米高。
48696,天已渐凉，给孩子提前备起来，下水洗过不掉色不掉毛，特意买大一个码明年还能穿，试穿效果不错。
48697,送给俺家帅气可爱双胞胎小外甥的，颜色好看，质量也不错。值得够买。
48698,尽管赶上双11，物流还是很给力的。衣服和图片一样，自己拍大了但明年还可以穿。
48699,里面有绒可拆下来的，挺好的，在幼儿园冷了可以加起，热了又能拆下来当薄外套。买回去后外甥外甥女也各买了一件。希望能多多抵抗寒冷吧
48700,不错，质量挺好的，稍微大了一点，不过可以穿多一年，哈哈哈哈哈嗝
48701,来个背影！总体还不错，孩子挺喜欢的！
48702,很喜欢，就是买大了一个码，只有留到明年再穿
48703,挺厚实的，孩子穿的正好……
48704,蓝色的衣服，两件套，可以拆开，挺暖和的，这几天天冷刚好穿上，防风
48705,挺好的，性价比不错，挺厚实，没有异味
48706,衣服还可以，孩子妈比较喜欢，现在正凉着呢，味道有一点大。
48707,质量不错，孩子很喜欢，就是稍微大了一点，正在联系商家调换
48708,有点小毛病，一个扣子掉下来了，客服服务挺好，满意解决了。
48709,衣服款式和颜色都很好看，女儿很喜欢，就是有点买大了，留着过段穿。
48710,样式好看，偏宽松，所以购买时不用特意买得更大码，我买大了，只有明年穿了
48711,昨天收到衣服了，让孩子试了一下，挺合适的，衣服也不错，孩子也喜欢！
48712,感觉还是不错，比较便宜，穿着效果还可以。
48713,第二次购了，第一次拍大了，质量挺好，姐姐家孩子正好能穿送给外甥穿，又买一件
48714,质量还可以 不掉色 给二宝买的 买的大一点 可以盖住膝盖
48715,今天刚收到就给儿子试了，大小刚刚好，质量比我想像中的好，不错?，就是物流太慢了！
48716,样式还不错，就是面料有点...，和预想的有差距！不过这个价格当个棉衣穿吧！
48717,衣服很漂亮，质量不错，稍微再买大点就好了
48718,给俺家大侄子买的，质量跟商家描述的相同，包装完好，物流也挺快的，总之满意的
48719,衣服收到啦，和卖家描述的一样，大小也合适，还是不错的
48720,做工还行，款式也不错，关键是挺实惠的！
48721,给女儿买的，质量挺好的，厚实，春节穿肯定不冷了
48722,挺洋气的衣服，颜色好看。可以分开穿，也可以当一件穿，
48723,衣服挺好的，小朋友也喜欢。还会推荐朋友买
48724,一件三穿，不错?，昨天回来的今天就给孩子穿了，挺好看的！
48725,挺好看的，谢谢亲！有需要的赶紧下手！
48726,做工好，沒有线头线尾，车工整齐，衣料厚实，大小适中
48727,满意，合身。多少有线头，没处理好，整体还是可以的。
48728,衣服收到了 还不错 就是不知道透气怎样  先赞一个
48729,衣服那到手了，给儿子试了一下，挺合身的。小家伙还挺高兴的。衣服质量还可以
48730,质量不错 适合家里的小朋友冬天穿 适合北方冬天里雪地里撒欢奔跑哈
48731,衣服不错，物流再快一点就更完美了
48732,颜色鲜艳，很厚实，就是外层比较薄软，还是不错的
48733,这个冲锋衣孩子穿还不错，不过商标绣的把衣服都秀皱了。
48734,外面的料子有点硬，保暖性很好，码数标准，总体还行
48735,衣服质量好，大小合适，推荐大家购买！
48736,衣服还行，双层，买大了，备用。
48737,收到刚好赶上最近雨多 天气冷 单层穿上刚好  不错
48738,还行吧，总体来说保暖效果不错，做工再细致一点就更好啦。
48739,衣服的质量还行，颜色也很正，就是尺码有点小，需要换货
48740,大小刚合适，适合现在穿，比较保暖
48741,拍了一件给儿子穿，还行，好看，就是线头还是有没剪干净
48742,料子还行，穿起来也挺好看的，就是做工稍差了一点，不过这个价位还可以了
48743,外套质量真的不错，内衬需要洗了再穿，娃娃说感觉有点不不舒服，总的来说超值！
48744,不错，是我喜欢的颜色 宝宝也喜欢，活动买的，划算。
48745,满意，合身，买了两件。有线头没有处理好，整体还可以。
48746,质量还行，大小合适，只是是男孩穿，不过也不是很影响
48747,东西已经穿上了，质量不错，就是颜色有点花噪，小家伙不怎么喜欢?
48748,挺好的衣服，打折九十九买的。买回家后外甥外甥女又各买了一件，湖南的冬秋季希望能给宝宝们一点温暖吧，上学不容易呀
48749,还可以，对得起这个价格，儿子已经穿过一次了。上身效果还行，一分价钱一分货！
48750,买大了，有一点味儿，应该可以的
48751,买给女儿的，货收到了，还不错，刚好有优惠，值了，能挡点小雨，小朋友不喜带伞，这个有用
48752,不错，拿到手里，看到实物，和图片颜色无色差，挺不错的一件衣服！
48753,衣服还是挺好的，孩子穿着挺大
48754,第二次购了，质量挺好，第一次购的大了，给姐姐孩子穿了，又回购的
48755,质量好，满意。大品牌，值得购买，赞一个
48756,衣衣质量不错，孙子140买的160尺码，到冬天应该合适
48757,儿子穿着很好看，衣服买的有点大了，不过留到明年再穿也可以
48758,衣服已收，结果买小了，衣服质量还可以，就是有线头没处理干净
48759,有点大，但是物超所值，等娃长大外穿也行！款式和质量都不错！
48760,比较合适我小孩子，质量也感觉可以。三合一冲锋衣比较实用。
48761,衣服质量很好，就是给我们发错货了，回来换衣服也挺烦人的，就没有换了，孩子自己也喜欢
48762,买给朋友的小孩，说还不错。买了三件，就是有一件号数发错了。
48763,卫衣里外两层不错，外层很好，就是内部的袖子太肥了，其他还好
48764,衣服收到，孩子试了试有点大，不过还好，衣服挺厚实
48765,还不错的一款衣服，里面的可以拆下来，挺实用的
48766,衣服和图片上描述的一样，颜色和样式都好，是一次满意的购物。
48767,衣服收到了，试穿了一下，感觉160Cm穿起来刚好合适，质量还可以。
48768,款式做工都不错，比较满意的一次购物。
48769,儿子穿着正好质量也不错，值得推荐。
48770,我觉得质量挺好的，这个价位值了，有想买的可以下手了
48771,快递给力，衣服漂亮，就是买了两件有个买大了。留着明年穿
48772,货已收到，和描述的一样，物有所值。
48773,衣服女儿穿着很漂亮，第一次买的有点小，换了一件大一码的
48774,帮同事买的 做工还可以 天冷穿比较好 能挡风 比较便宜
48775,大小合身 质量 不错 颜色好看 孩子挺喜欢的
48776,买大了一点，挺不错的！大爱
48777,99可以当两件穿重点质量不错！价格合理下次再来！
48778,衣服收到了，感觉质量还可以，可以拆穿，颜色也没有相差。
48779,这个衣服是第二次买了，质量好，款式好看，小朋友特喜欢
48780,秒杀的，价格优惠，衣服感觉也不错，习惯性好评
48781,质量还可以，也不掉色，适合冬天穿。。里面的适合现在穿
48782,做工还可以，里布比较硬！
48783,买大了，打算换个小一码的，衣服整体质量还可以
48784,不错? 质量不错 摸上去手感舒服
48785,收到，质量挺好的，颜色跟图片一样
48786,衣服挺好的，没有色差，只是快递真的是太慢了，十几天的快递啊！
48787,面料厚实，可以分开两件穿，实惠。
48788,买给侄子的，便宜又好，接下来秋冬不怕了
48789,外套的材质好像一般，大小合适。基本上这个价格不错了。
48790,衣服质量好，也挺漂亮，价格也低
48791,已是第二次购买了，前一次买得是篮色的衣服质量确实很好，这次买得是黑色得，衣服质量没有第一次得好，有一股味道。
48792,还行，感觉小孩儿穿上还是好看，就是内哩不是很满意
48793,挺好的 孩子喜欢穿 保暖性也可以
48794,大小合适，穿上好看，而且还比羽绒服暖和
48795,衣服漂亮，结实，好看。就是偏小一码，可以预大的买。
48796,衣服做工挺好的，款式也不错，基本无色差
48797,棉衣是给儿子买的，感觉还可以就是袖子太短了?
48798,今天刚收到东西，感觉还可以啊
48799,这个价钱还可以吧！孩子喜欢
48800,这次换的小一号的孩子穿上正好衣服质量也不错没有刺鼻的味道
48801,孩子很喜欢，就是买的有点大了，明后年也能穿，好评
48802,衣服质量好，还会继续购买，支持这家店
48803,比我想象中的好太多，儿子喜欢的款式，还会再来！
48804,衣服收到了，宝贝，自己看好的?
48805,跟实物一模一样，质量做工都不错?，就是买的有点大了，颜色很正，大家值得拥有。
48806,衣服不错，质量挺好的样式好看，宝宝穿着帅帅的啦
48807,衣服大小合适，没色差，质量还可以，快递服务还行
48808,還可以，沒色差，味道不明顯，可以有下次????????
48809,衣服挺好的，质量做工都不错
48810,还可以，洗了也没掉色，大小也合适 ，适合现在穿
48811,给宝贝买的，大小还合身，做工也不错
48812,质量还是可以的，这个价格买也值了。
48813,不错，颜色鲜艳，保暖，孩子喜欢。
48814,衣服收到，宝贝试穿了喜欢得不得了，这个价位买到这件衣服值了
48815,款式不错，颜色好看，做工也还行。好评！
48816,本人在外打工，衣服寄到家的，不知质量，如果和照片一致那肯定不错的。
48817,宝贝不错，做工好质量好，买的时候没有活动买贵了店家第一时间退了差价，好评！
48818,不知道怎么说呀挺好的吧
48819,黑木耳买了一件，自己也买了一件，母女装，就是有点装嫩，性价比挺高的！
48820,质量不错，挺好的，推荐购买
48821,"配送员服务态度好，送货上门。
衣服质量不错，侄女穿上挺好的"
48822,衣服总体来说挺好的，挺厚实的！下次还这家店
48823,款式好看质量不错，大小也合适，卖家发货快，满意
48824,很漂亮?质量也还可以，就是衣服的兜兜太小了，装不了多少东西
48825,挺好的，颜色好看，2件套实用，保暖
48826,质量好，真的好，性价比高，冬天和秋天都可以穿
48827,包装完整，价格实惠，整体来说还是可以的。
48828,衣服收到了，送给侄女穿，希望她能够喜欢，赞?
48829,女儿挺喜欢，颜色比较鲜艳，码数合适
48830,还行吧，这个价位，不能要求太高太多，总体来说物有所值
48831,质量可以，物流给力，如果内胆和外套有拉链连着，会更给力
48832,衣服收到了，尺码标准，试穿了一下，挺合适。
48833,质量和价格是成正比的，没有想象中好，但也对得起这个价格
48834,质量不错，买的太大了，懒得换了，等以后了再穿吧
48835,看着不错，一次出手两件
48836,商品还好，儿子穿真好，不大不小！质量也不错！
48837,衣服还不错，买的稍大了一点，明年还可以穿。
48838,习惯好评。请商家继续努力。
48839,看着厚实，还没有穿，南方要再冷一点就能穿了
48840,"快递速的太厉害了，活动时候买的，买的时候便宜
，嗯嗯嗯"
48841,给小侄儿买的，穿起来气质可好了，Tim漂亮
48842,刚收到货，就打开看了看，质量不错，穿着正好
48843,没有赶在优惠时间买，但衣服质量还是可以的，保暖性也不错
